person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
25.0,male,2,71604.0,4,MORTGAGE,3000.0,PERSONAL,16.29,0.04,3.0,673,No,1
24.0,male,0,45499.0,6,RENT,9000.0,VENTURE,7.14,0.2,2.0,551,Yes,0
26.0,female,3,79279.0,4,MORTGAGE,10000.0,HOMEIMPROVEMENT,6.62,0.13,3.0,700,Yes,0
22.0,female,0,46043.0,0,RENT,9000.0,MEDICAL,9.63,0.2,4.0,676,Yes,0
24.0,female,0,79182.0,3,MORTGAGE,12000.0,VENTURE,12.69,0.15,4.0,591,Yes,0
23.0,male,2,78953.0,2,MORTGAGE,8200.0,EDUCATION,6.62,0.1,4.0,694,Yes,0
25.0,male,3,78691.0,0,MORTGAGE,12000.0,VENTURE,7.9,0.15,4.0,606,No,0
23.0,male,0,79049.0,0,OWN,6000.0,PERSONAL,10.65,0.08,2.0,612,Yes,0
23.0,female,0,78658.0,0,MORTGAGE,10200.0,MEDICAL,7.9,0.13,3.0,608,Yes,0
24.0,male,0,46940.0,0,RENT,9000.0,DEBTCONSOLIDATION,7.9,0.19,2.0,614,Yes,0
22.0,male,2,47094.0,0,RENT,9000.0,MEDICAL,10.83,0.19,2.0,634,No,0
23.0,female,0,40901.0,1,RENT,9000.0,EDUCATION,11.01,0.22,4.0,656,No,1
23.0,female,0,48853.0,0,RENT,9000.0,PERSONAL,11.99,0.18,3.0,573,No,0
24.0,male,1,41939.0,0,RENT,9000.0,EDUCATION,16.0,0.21,2.0,591,No,1
26.0,female,2,79031.0,7,MORTGAGE,17000.0,HOMEIMPROVEMENT,9.91,0.22,2.0,600,Yes,0
24.0,male,2,49020.0,0,RENT,9000.0,VENTURE,11.99,0.18,4.0,707,Yes,0
22.0,female,1,49292.0,0,RENT,9000.0,EDUCATION,10.59,0.18,4.0,598,Yes,0
24.0,female,0,79062.0,1,MORTGAGE,12000.0,PERSONAL,9.91,0.15,3.0,569,Yes,0
23.0,female,1,49059.0,4,RENT,9000.0,VENTURE,7.49,0.18,3.0,569,Yes,0
23.0,female,2,48658.0,0,RENT,9000.0,EDUCATION,12.61,0.18,2.0,591,Yes,0
23.0,female,2,41640.0,0,RENT,9000.0,MEDICAL,17.06,0.22,4.0,720,No,1
24.0,female,0,78617.0,4,MORTGAGE,6300.0,PERSONAL,11.71,0.08,2.0,652,No,0
22.0,female,0,79142.0,0,MORTGAGE,7200.0,PERSONAL,8.9,0.09,2.0,671,No,0
25.0,female,3,48842.0,4,RENT,9000.0,PERSONAL,12.53,0.18,2.0,635,No,0
26.0,female,3,79010.0,4,MORTGAGE,12000.0,VENTURE,7.9,0.15,2.0,673,No,0
23.0,male,0,78531.0,0,MORTGAGE,12000.0,PERSONAL,7.9,0.15,3.0,618,No,0
24.0,female,2,78972.0,1,MORTGAGE,6000.0,EDUCATION,6.03,0.08,3.0,672,Yes,0
23.0,female,3,43461.0,0,RENT,9000.0,HOMEIMPROVEMENT,15.99,0.21,2.0,615,No,1
24.0,male,3,79214.0,1,MORTGAGE,6600.0,DEBTCONSOLIDATION,10.65,0.08,2.0,634,Yes,0
24.0,male,2,78831.0,3,MORTGAGE,7200.0,VENTURE,17.58,0.09,4.0,574,No,0
25.0,female,1,71942.0,5,MORTGAGE,5000.0,DEBTCONSOLIDATION,6.03,0.07,2.0,630,No,1
26.0,male,1,79089.0,3,MORTGAGE,5000.0,EDUCATION,7.51,0.06,2.0,525,No,0
21.0,male,2,79097.0,0,MORTGAGE,10000.0,VENTURE,6.03,0.13,3.0,608,Yes,0
23.0,male,0,51607.0,1,RENT,9000.0,VENTURE,8.49,0.17,4.0,661,No,0
24.0,female,2,79005.0,0,MORTGAGE,8000.0,PERSONAL,12.69,0.1,2.0,641,Yes,0
21.0,female,0,78958.0,0,MORTGAGE,2200.0,DEBTCONSOLIDATION,12.42,0.03,3.0,646,Yes,0
23.0,female,3,51512.0,1,RENT,9000.0,DEBTCONSOLIDATION,7.51,0.17,4.0,712,Yes,0
23.0,female,0,79266.0,1,MORTGAGE,7425.0,DEBTCONSOLIDATION,6.03,0.09,4.0,649,Yes,0
21.0,female,0,44501.0,0,RENT,9000.0,EDUCATION,8.94,0.2,2.0,576,No,1
26.0,female,2,52489.0,5,RENT,9000.0,PERSONAL,14.96,0.17,2.0,558,Yes,0
25.0,male,0,52439.0,2,RENT,9000.0,MEDICAL,6.76,0.17,4.0,645,No,0
24.0,female,2,79198.0,1,MORTGAGE,4200.0,PERSONAL,15.27,0.05,2.0,620,Yes,0
26.0,male,0,78877.0,2,MORTGAGE,8000.0,VENTURE,17.27,0.1,3.0,584,No,0
26.0,male,2,52585.0,6,RENT,9000.0,PERSONAL,13.85,0.17,4.0,727,Yes,0
22.0,female,0,52446.0,1,RENT,9000.0,EDUCATION,14.54,0.17,4.0,630,Yes,0
23.0,female,2,78931.0,3,MORTGAGE,7000.0,MEDICAL,7.9,0.09,4.0,659,No,0
23.0,male,1,52715.0,0,RENT,9000.0,EDUCATION,6.17,0.17,3.0,657,No,0
24.0,male,3,78991.0,0,MORTGAGE,3300.0,PERSONAL,7.51,0.04,4.0,594,No,0
26.0,female,2,53994.0,3,RENT,9000.0,DEBTCONSOLIDATION,10.99,0.17,2.0,688,No,0
25.0,male,2,53651.0,1,RENT,9000.0,MEDICAL,7.29,0.17,3.0,628,Yes,0
25.0,male,0,53946.0,3,RENT,9000.0,MEDICAL,8.94,0.17,3.0,512,Yes,0
25.0,male,3,54423.0,0,RENT,9000.0,PERSONAL,10.65,0.17,4.0,523,Yes,0
23.0,male,1,55008.0,0,RENT,9000.0,EDUCATION,10.65,0.16,2.0,632,Yes,0
25.0,male,1,78765.0,2,MORTGAGE,10000.0,EDUCATION,12.99,0.13,2.0,653,No,0
22.0,male,2,54879.0,0,RENT,9000.0,PERSONAL,7.9,0.16,3.0,596,No,0
23.0,female,2,55153.0,2,RENT,9000.0,EDUCATION,5.99,0.16,3.0,591,Yes,0
21.0,male,0,55000.0,3,RENT,9000.0,MEDICAL,8.49,0.16,3.0,659,Yes,0
22.0,female,0,54910.0,1,RENT,9000.0,EDUCATION,14.26,0.16,3.0,654,No,0
22.0,male,3,78714.0,0,MORTGAGE,12800.0,EDUCATION,5.99,0.16,4.0,624,Yes,0
23.0,male,2,79229.0,4,MORTGAGE,7000.0,VENTURE,8.49,0.09,4.0,712,Yes,0
26.0,female,1,78857.0,2,OWN,4800.0,HOMEIMPROVEMENT,13.49,0.06,2.0,633,Yes,0
22.0,male,3,55101.0,1,RENT,9000.0,EDUCATION,11.48,0.16,4.0,551,Yes,0
26.0,male,3,71759.0,0,MORTGAGE,8000.0,MEDICAL,15.99,0.11,2.0,653,No,1
26.0,male,0,54637.0,3,RENT,9000.0,DEBTCONSOLIDATION,10.39,0.16,2.0,703,No,0
22.0,male,0,54929.0,0,RENT,9000.0,PERSONAL,14.35,0.16,4.0,598,Yes,0
26.0,male,1,78723.0,5,MORTGAGE,5000.0,DEBTCONSOLIDATION,5.42,0.06,4.0,642,Yes,0
25.0,female,1,48281.0,6,RENT,9000.0,VENTURE,15.23,0.19,4.0,613,No,1
23.0,male,1,78862.0,0,MORTGAGE,4000.0,EDUCATION,11.49,0.05,4.0,650,Yes,0
24.0,male,2,78869.0,1,OWN,4400.0,PERSONAL,16.89,0.06,2.0,603,No,0
23.0,female,2,79200.0,0,MORTGAGE,16500.0,VENTURE,7.49,0.21,3.0,528,No,0
23.0,male,1,79348.0,2,MORTGAGE,3600.0,VENTURE,7.49,0.05,3.0,662,Yes,0
24.0,female,0,56466.0,0,RENT,9000.0,MEDICAL,5.79,0.16,3.0,625,Yes,0
26.0,male,4,56282.0,3,RENT,9000.0,PERSONAL,7.14,0.16,3.0,681,Yes,0
24.0,male,2,56442.0,0,RENT,9000.0,PERSONAL,13.22,0.16,3.0,595,No,0
23.0,male,1,56322.0,2,RENT,9000.0,PERSONAL,9.99,0.16,3.0,621,No,0
25.0,female,0,57087.0,1,RENT,9000.0,MEDICAL,11.01,0.16,3.0,564,No,0
24.0,male,1,56838.0,6,RENT,9000.0,EDUCATION,11.49,0.16,4.0,647,Yes,0
25.0,female,0,57431.0,4,RENT,9000.0,DEBTCONSOLIDATION,7.51,0.16,3.0,501,Yes,0
22.0,male,3,58424.0,0,RENT,9000.0,EDUCATION,12.53,0.15,4.0,625,Yes,0
23.0,female,0,78819.0,2,MORTGAGE,18000.0,DEBTCONSOLIDATION,9.99,0.23,4.0,605,Yes,0
22.0,female,1,58958.0,3,RENT,9000.0,DEBTCONSOLIDATION,7.88,0.15,2.0,652,Yes,0
22.0,male,0,78838.0,0,OWN,7000.0,VENTURE,11.49,0.09,4.0,626,Yes,0
26.0,female,2,79036.0,2,MORTGAGE,20500.0,EDUCATION,6.99,0.26,2.0,655,No,0
26.0,male,2,58585.0,6,RENT,9000.0,PERSONAL,8.94,0.15,3.0,626,Yes,0
25.0,male,2,58749.0,3,RENT,9000.0,PERSONAL,13.79,0.15,2.0,658,No,0
22.0,male,0,60358.0,0,RENT,9000.0,PERSONAL,14.35,0.15,4.0,586,No,0
24.0,female,2,78637.0,6,MORTGAGE,9600.0,EDUCATION,11.99,0.12,3.0,558,Yes,0
25.0,female,2,60739.0,5,RENT,9000.0,DEBTCONSOLIDATION,12.69,0.15,3.0,675,No,0
25.0,female,2,78767.0,4,MORTGAGE,12000.0,PERSONAL,7.49,0.15,4.0,703,No,0
24.0,female,1,78918.0,4,MORTGAGE,6000.0,PERSONAL,10.99,0.08,2.0,640,Yes,0
26.0,male,2,79393.0,4,MORTGAGE,8000.0,HOMEIMPROVEMENT,6.99,0.1,3.0,614,Yes,0
20.0,male,1,78837.0,0,MORTGAGE,4800.0,EDUCATION,9.99,0.06,2.0,598,Yes,0
23.0,male,0,60893.0,0,RENT,9000.0,PERSONAL,12.18,0.15,4.0,692,No,0
26.0,male,1,60633.0,4,RENT,9000.0,EDUCATION,6.17,0.15,4.0,579,No,0
26.0,female,1,61171.0,2,RENT,9000.0,HOMEIMPROVEMENT,7.66,0.15,3.0,540,Yes,0
26.0,male,1,62335.0,5,RENT,9000.0,DEBTCONSOLIDATION,8.94,0.14,2.0,554,Yes,0
24.0,female,2,78714.0,0,MORTGAGE,14000.0,EDUCATION,8.49,0.18,3.0,611,No,0
23.0,male,1,78722.0,3,MORTGAGE,2275.0,DEBTCONSOLIDATION,11.01,0.03,2.0,651,Yes,0
25.0,female,1,79138.0,4,MORTGAGE,1200.0,HOMEIMPROVEMENT,10.99,0.02,2.0,680,Yes,0
24.0,female,0,78658.0,2,MORTGAGE,8000.0,MEDICAL,10.99,0.1,3.0,624,Yes,0
23.0,female,2,62086.0,1,RENT,9000.0,EDUCATION,10.99,0.14,2.0,575,Yes,0
24.0,female,1,62062.0,3,RENT,9000.0,MEDICAL,5.79,0.15,3.0,687,No,0
22.0,male,2,62469.0,2,RENT,9000.0,EDUCATION,15.33,0.14,4.0,573,No,0
23.0,male,2,78832.0,2,MORTGAGE,8500.0,EDUCATION,15.23,0.11,3.0,641,No,0
26.0,female,0,62338.0,1,RENT,9000.0,DEBTCONSOLIDATION,13.61,0.14,2.0,566,No,0
23.0,male,0,78915.0,0,MORTGAGE,7000.0,MEDICAL,6.99,0.09,4.0,677,Yes,0
26.0,male,1,78522.0,3,MORTGAGE,12000.0,HOMEIMPROVEMENT,10.99,0.15,4.0,653,Yes,0
26.0,female,2,63426.0,8,RENT,9000.0,EDUCATION,8.0,0.14,4.0,669,Yes,0
23.0,male,0,63389.0,2,RENT,9000.0,VENTURE,12.69,0.14,2.0,648,No,0
24.0,female,3,78773.0,2,MORTGAGE,8000.0,EDUCATION,5.99,0.1,2.0,671,No,0
22.0,female,1,63442.0,2,RENT,9000.0,MEDICAL,10.65,0.14,3.0,631,Yes,0
22.0,male,2,79015.0,0,MORTGAGE,8000.0,DEBTCONSOLIDATION,6.99,0.1,3.0,599,Yes,0
26.0,male,2,79112.0,3,MORTGAGE,14400.0,HOMEIMPROVEMENT,9.99,0.18,3.0,617,Yes,0
23.0,male,1,78918.0,0,MORTGAGE,5400.0,DEBTCONSOLIDATION,8.9,0.07,3.0,611,Yes,0
23.0,female,0,79362.0,1,MORTGAGE,10000.0,EDUCATION,7.49,0.13,2.0,594,No,0
23.0,male,2,78883.0,1,MORTGAGE,13600.0,EDUCATION,15.62,0.17,2.0,591,Yes,0
21.0,male,1,63578.0,0,RENT,9000.0,EDUCATION,11.83,0.14,4.0,650,Yes,0
22.0,female,3,63484.0,2,RENT,9000.0,PERSONAL,14.11,0.14,3.0,587,No,0
24.0,female,0,78937.0,2,MORTGAGE,1525.0,PERSONAL,5.42,0.02,3.0,532,Yes,0
24.0,male,3,64203.0,1,RENT,9000.0,VENTURE,7.9,0.14,2.0,672,Yes,0
24.0,female,3,64224.0,3,RENT,9000.0,DEBTCONSOLIDATION,7.49,0.14,4.0,653,Yes,0
23.0,female,1,64652.0,2,RENT,9000.0,VENTURE,12.09,0.14,3.0,598,Yes,0
23.0,male,2,65727.0,2,RENT,9000.0,DEBTCONSOLIDATION,12.21,0.14,4.0,607,Yes,0
23.0,male,1,79075.0,1,MORTGAGE,7000.0,DEBTCONSOLIDATION,8.49,0.09,3.0,683,Yes,0
24.0,female,3,78850.0,0,OWN,6000.0,PERSONAL,6.99,0.08,2.0,688,Yes,0
22.0,male,2,65690.0,0,RENT,9000.0,DEBTCONSOLIDATION,15.96,0.14,3.0,643,No,0
26.0,male,0,78693.0,0,MORTGAGE,4000.0,DEBTCONSOLIDATION,5.42,0.05,3.0,635,Yes,0
24.0,female,3,78415.0,1,MORTGAGE,10000.0,PERSONAL,11.99,0.13,4.0,670,No,0
26.0,male,3,79095.0,0,MORTGAGE,11500.0,HOMEIMPROVEMENT,7.49,0.15,4.0,657,Yes,0
25.0,female,3,58643.0,2,RENT,9000.0,HOMEIMPROVEMENT,15.05,0.15,3.0,549,No,1
24.0,female,3,79146.0,2,MORTGAGE,2000.0,HOMEIMPROVEMENT,5.42,0.03,3.0,631,Yes,0
22.0,female,0,71870.0,2,MORTGAGE,4900.0,HOMEIMPROVEMENT,15.62,0.07,4.0,631,No,1
25.0,female,2,67147.0,1,RENT,9000.0,EDUCATION,10.99,0.13,4.0,697,Yes,0
24.0,female,3,79206.0,0,MORTGAGE,20000.0,DEBTCONSOLIDATION,11.01,0.25,3.0,683,Yes,0
25.0,female,3,67088.0,3,RENT,9000.0,HOMEIMPROVEMENT,11.11,0.13,2.0,630,Yes,0
21.0,male,2,72000.0,0,MORTGAGE,5000.0,HOMEIMPROVEMENT,9.99,0.07,2.0,661,No,1
24.0,male,0,79193.0,1,MORTGAGE,5500.0,HOMEIMPROVEMENT,5.79,0.07,3.0,609,Yes,0
26.0,male,2,66953.0,4,RENT,9000.0,VENTURE,11.01,0.13,2.0,604,Yes,0
26.0,female,2,78842.0,8,MORTGAGE,10000.0,VENTURE,7.29,0.13,3.0,689,No,0
24.0,male,3,79311.0,0,MORTGAGE,10000.0,MEDICAL,5.79,0.13,2.0,669,Yes,0
24.0,female,1,67098.0,0,RENT,9000.0,HOMEIMPROVEMENT,14.72,0.13,2.0,612,Yes,0
23.0,female,2,79259.0,2,MORTGAGE,10800.0,PERSONAL,10.0,0.14,4.0,583,Yes,0
26.0,male,0,54802.0,3,RENT,9050.0,DEBTCONSOLIDATION,7.29,0.17,3.0,668,Yes,0
26.0,male,2,46818.0,2,RENT,9100.0,VENTURE,15.37,0.19,2.0,672,Yes,0
23.0,female,0,52549.0,0,RENT,9100.0,VENTURE,13.24,0.17,2.0,644,No,1
24.0,male,0,67238.0,2,RENT,9100.0,MEDICAL,11.01,0.14,2.0,652,Yes,0
22.0,male,0,70069.0,0,RENT,9100.0,DEBTCONSOLIDATION,11.49,0.13,4.0,642,Yes,0
25.0,male,2,79052.0,4,MORTGAGE,5000.0,PERSONAL,7.29,0.06,4.0,585,No,0
22.0,male,3,36912.0,3,RENT,9150.0,MEDICAL,10.59,0.25,2.0,593,Yes,0
24.0,male,1,78701.0,1,OWN,9000.0,EDUCATION,7.29,0.11,4.0,583,Yes,0
22.0,male,0,28263.0,0,RENT,9200.0,PERSONAL,9.88,0.33,2.0,644,No,1
24.0,male,0,78966.0,0,MORTGAGE,10000.0,HOMEIMPROVEMENT,7.66,0.13,4.0,641,Yes,0
22.0,male,3,78875.0,2,MORTGAGE,10000.0,VENTURE,11.11,0.13,3.0,681,Yes,0
26.0,female,3,35865.0,3,RENT,9200.0,DEBTCONSOLIDATION,7.49,0.26,3.0,613,No,1
21.0,female,1,36779.0,0,RENT,9200.0,DEBTCONSOLIDATION,6.62,0.25,3.0,564,No,1
24.0,female,2,78982.0,1,MORTGAGE,6000.0,VENTURE,5.42,0.08,3.0,699,Yes,0
21.0,male,1,52455.0,0,RENT,9200.0,MEDICAL,8.94,0.18,2.0,615,No,0
23.0,male,2,78693.0,2,OWN,9600.0,PERSONAL,14.17,0.12,4.0,582,Yes,0
22.0,female,2,60798.0,2,RENT,9200.0,EDUCATION,6.92,0.15,4.0,571,Yes,0
23.0,male,2,61011.0,4,RENT,9200.0,EDUCATION,15.68,0.15,2.0,463,Yes,0
23.0,male,2,79069.0,0,MORTGAGE,13750.0,VENTURE,9.62,0.17,3.0,704,No,0
24.0,male,3,79129.0,5,MORTGAGE,20000.0,EDUCATION,14.09,0.25,3.0,629,No,0
23.0,male,2,78859.0,4,MORTGAGE,7300.0,VENTURE,9.99,0.09,3.0,651,No,0
22.0,male,2,75198.0,0,RENT,9200.0,PERSONAL,12.98,0.12,3.0,590,Yes,0
23.0,male,1,79714.0,0,RENT,9200.0,MEDICAL,11.86,0.12,2.0,541,Yes,0
24.0,male,1,93754.0,6,RENT,9200.0,DEBTCONSOLIDATION,6.03,0.1,3.0,646,No,0
22.0,male,3,79021.0,0,MORTGAGE,3000.0,MEDICAL,10.36,0.04,3.0,681,Yes,0
25.0,female,0,71827.0,0,MORTGAGE,3600.0,HOMEIMPROVEMENT,12.98,0.05,3.0,625,No,1
21.0,male,3,72043.0,0,MORTGAGE,25000.0,MEDICAL,9.99,0.35,4.0,624,No,1
25.0,female,2,99217.0,2,RENT,9200.0,MEDICAL,6.03,0.09,3.0,683,No,0
22.0,female,0,76942.0,0,RENT,9225.0,EDUCATION,5.99,0.12,4.0,576,No,0
24.0,female,2,78921.0,0,OWN,12000.0,VENTURE,6.17,0.15,4.0,510,Yes,0
21.0,male,3,16412.0,0,RENT,9250.0,DEBTCONSOLIDATION,12.53,0.56,3.0,707,No,1
25.0,male,1,78867.0,5,OWN,12000.0,VENTURE,12.61,0.15,4.0,504,Yes,0
23.0,female,3,29941.0,1,RENT,9250.0,VENTURE,6.54,0.31,3.0,650,No,1
22.0,female,2,29831.0,0,RENT,9250.0,HOMEIMPROVEMENT,8.94,0.31,2.0,649,No,1
25.0,female,2,30828.0,2,RENT,9250.0,EDUCATION,8.59,0.3,4.0,682,No,1
25.0,female,2,31125.0,4,RENT,9250.0,VENTURE,10.75,0.3,3.0,671,No,1
25.0,male,1,31780.0,3,RENT,9250.0,MEDICAL,6.54,0.29,3.0,545,No,1
21.0,male,3,79140.0,0,OWN,5000.0,MEDICAL,5.79,0.06,4.0,677,Yes,0
22.0,female,0,79002.0,1,MORTGAGE,10000.0,EDUCATION,13.35,0.13,4.0,624,No,0
24.0,female,2,78912.0,4,MORTGAGE,2000.0,MEDICAL,9.62,0.03,3.0,659,Yes,0
23.0,male,1,79144.0,0,MORTGAGE,9000.0,EDUCATION,7.88,0.11,3.0,651,No,0
22.0,female,2,33482.0,0,RENT,9250.0,DEBTCONSOLIDATION,13.11,0.28,4.0,659,No,1
21.0,female,0,79442.0,2,MORTGAGE,8400.0,VENTURE,11.86,0.11,4.0,595,Yes,0
24.0,male,3,78807.0,1,OWN,3500.0,EDUCATION,6.76,0.04,4.0,724,No,0
23.0,male,2,79016.0,3,MORTGAGE,6250.0,VENTURE,6.76,0.08,2.0,588,Yes,0
24.0,female,2,34044.0,2,RENT,9250.0,MEDICAL,12.87,0.27,3.0,648,No,1
23.0,male,0,79450.0,1,OWN,10000.0,MEDICAL,13.98,0.13,4.0,674,Yes,0
25.0,male,3,79248.0,7,MORTGAGE,10000.0,MEDICAL,10.75,0.13,4.0,636,Yes,0
25.0,male,0,79126.0,1,MORTGAGE,7000.0,VENTURE,14.72,0.09,3.0,486,Yes,0
25.0,male,1,78848.0,0,MORTGAGE,15000.0,PERSONAL,11.12,0.19,4.0,587,No,0
23.0,female,1,35454.0,1,RENT,9250.0,VENTURE,14.35,0.26,3.0,574,No,1
24.0,female,0,78892.0,4,MORTGAGE,7000.0,DEBTCONSOLIDATION,13.61,0.09,3.0,645,No,0
24.0,male,2,35690.0,0,RENT,9250.0,DEBTCONSOLIDATION,13.57,0.26,3.0,611,No,1
22.0,male,1,79029.0,1,MORTGAGE,13000.0,DEBTCONSOLIDATION,10.38,0.16,2.0,609,Yes,0
22.0,female,0,79009.0,0,MORTGAGE,13000.0,PERSONAL,14.35,0.16,4.0,591,Yes,0
22.0,male,2,38055.0,1,RENT,9250.0,MEDICAL,14.11,0.24,4.0,559,No,1
22.0,female,2,40361.0,0,RENT,9250.0,MEDICAL,14.46,0.23,4.0,662,No,1
23.0,female,0,45024.0,2,RENT,9250.0,PERSONAL,16.32,0.21,4.0,655,Yes,0
24.0,male,1,79037.0,3,MORTGAGE,11000.0,PERSONAL,11.49,0.14,2.0,630,No,0
21.0,male,0,47858.0,0,RENT,9250.0,PERSONAL,9.91,0.19,4.0,555,Yes,0
23.0,male,3,78544.0,1,MORTGAGE,14400.0,VENTURE,7.51,0.18,3.0,654,Yes,0
23.0,male,2,78945.0,0,MORTGAGE,5500.0,EDUCATION,7.88,0.07,3.0,709,No,0
23.0,female,1,48602.0,1,RENT,9250.0,EDUCATION,16.07,0.19,2.0,609,Yes,0
26.0,male,0,78943.0,6,MORTGAGE,10950.0,HOMEIMPROVEMENT,7.88,0.14,2.0,647,No,0
22.0,male,2,79188.0,0,MORTGAGE,3800.0,MEDICAL,11.12,0.05,4.0,631,Yes,0
26.0,female,2,79173.0,6,MORTGAGE,22000.0,VENTURE,17.19,0.28,2.0,612,Yes,0
22.0,male,2,81178.0,0,RENT,9300.0,DEBTCONSOLIDATION,11.01,0.11,3.0,622,Yes,0
26.0,female,0,71519.0,3,MORTGAGE,9800.0,EDUCATION,11.49,0.14,4.0,583,No,1
25.0,male,3,78815.0,1,MORTGAGE,15000.0,MEDICAL,11.86,0.19,3.0,543,Yes,0
25.0,male,1,78979.0,2,OWN,8700.0,VENTURE,7.88,0.11,3.0,682,Yes,0
22.0,male,1,79018.0,0,MORTGAGE,10000.0,EDUCATION,7.88,0.13,2.0,624,Yes,0
23.0,female,0,85461.0,0,RENT,9325.0,MEDICAL,10.91,0.11,3.0,628,Yes,0
23.0,female,2,79023.0,0,MORTGAGE,7000.0,MEDICAL,7.14,0.09,3.0,616,Yes,0
22.0,male,1,60711.0,0,RENT,9350.0,EDUCATION,7.49,0.15,3.0,676,Yes,0
24.0,male,2,78678.0,0,MORTGAGE,8000.0,VENTURE,7.51,0.1,4.0,696,No,0
22.0,male,0,36784.0,0,RENT,9375.0,PERSONAL,11.71,0.25,2.0,541,No,1
22.0,female,0,78873.0,2,MORTGAGE,8100.0,DEBTCONSOLIDATION,13.11,0.1,4.0,655,No,0
22.0,male,1,79217.0,1,MORTGAGE,6000.0,VENTURE,11.01,0.08,2.0,625,No,0
25.0,male,3,72016.0,3,MORTGAGE,20000.0,EDUCATION,11.36,0.28,2.0,628,No,1
26.0,male,1,71868.0,6,MORTGAGE,20000.0,HOMEIMPROVEMENT,13.48,0.28,3.0,690,No,1
24.0,female,0,78969.0,0,MORTGAGE,2500.0,PERSONAL,6.39,0.03,3.0,673,Yes,0
26.0,male,0,55499.0,3,RENT,9400.0,EDUCATION,9.91,0.17,2.0,614,Yes,0
23.0,male,1,53660.0,0,RENT,9400.0,VENTURE,16.32,0.18,3.0,658,No,1
26.0,female,3,79258.0,2,MORTGAGE,6000.0,EDUCATION,11.36,0.08,4.0,638,Yes,0
24.0,female,1,78929.0,2,OWN,6000.0,PERSONAL,11.36,0.08,2.0,691,Yes,0
24.0,female,2,79421.0,0,MORTGAGE,3000.0,DEBTCONSOLIDATION,12.73,0.04,3.0,662,Yes,0
23.0,male,1,61779.0,1,RENT,9400.0,EDUCATION,9.99,0.15,4.0,676,No,0
22.0,female,0,54342.0,0,RENT,9425.0,MEDICAL,13.49,0.17,2.0,646,Yes,0
23.0,female,1,78962.0,3,MORTGAGE,4400.0,DEBTCONSOLIDATION,11.36,0.06,4.0,605,Yes,0
24.0,male,2,31241.0,0,RENT,9450.0,MEDICAL,6.62,0.3,4.0,647,No,1
23.0,male,1,78809.0,2,MORTGAGE,8000.0,PERSONAL,7.14,0.1,4.0,643,Yes,0
21.0,female,2,32394.0,0,RENT,9450.0,DEBTCONSOLIDATION,16.77,0.29,2.0,547,No,1
24.0,male,0,79052.0,0,MORTGAGE,8500.0,EDUCATION,7.51,0.11,2.0,593,Yes,0
24.0,male,2,41389.0,3,RENT,9450.0,PERSONAL,7.66,0.23,2.0,651,No,1
24.0,female,2,79020.0,2,MORTGAGE,14000.0,VENTURE,15.31,0.18,4.0,534,Yes,0
26.0,female,2,42173.0,8,RENT,9450.0,MEDICAL,15.62,0.22,3.0,534,No,1
25.0,male,2,23960.0,5,RENT,9500.0,VENTURE,7.88,0.4,4.0,584,No,1
26.0,female,0,79256.0,1,OWN,7000.0,MEDICAL,13.92,0.09,3.0,659,No,0
22.0,female,2,79259.0,2,OWN,3000.0,MEDICAL,13.92,0.04,4.0,643,Yes,0
21.0,male,2,25359.0,0,RENT,9500.0,VENTURE,8.9,0.37,4.0,622,No,1
23.0,male,2,78736.0,3,MORTGAGE,6000.0,EDUCATION,11.48,0.08,4.0,658,Yes,0
23.0,female,0,78869.0,2,MORTGAGE,7500.0,EDUCATION,8.59,0.1,3.0,652,Yes,0
24.0,male,2,28847.0,3,RENT,9500.0,DEBTCONSOLIDATION,19.04,0.33,4.0,658,No,1
22.0,male,1,33047.0,3,RENT,9500.0,DEBTCONSOLIDATION,15.33,0.29,3.0,656,No,1
24.0,male,0,34790.0,2,RENT,9500.0,MEDICAL,5.99,0.27,3.0,593,No,1
26.0,male,1,34559.0,2,RENT,9500.0,MEDICAL,8.94,0.27,4.0,504,No,1
24.0,male,0,36947.0,0,RENT,9500.0,VENTURE,13.92,0.26,2.0,680,No,1
22.0,male,1,38871.0,0,RENT,9500.0,PERSONAL,13.57,0.24,3.0,711,No,0
23.0,male,1,78992.0,1,MORTGAGE,20000.0,EDUCATION,12.18,0.25,4.0,655,No,0
24.0,female,0,45734.0,1,RENT,9500.0,MEDICAL,10.99,0.21,2.0,581,No,0
24.0,female,0,78829.0,4,MORTGAGE,10000.0,MEDICAL,8.59,0.13,3.0,578,Yes,0
23.0,male,2,42028.0,1,RENT,9500.0,VENTURE,11.01,0.23,3.0,685,No,1
24.0,female,2,71730.0,2,OWN,12000.0,MEDICAL,17.74,0.17,2.0,655,No,1
22.0,female,2,71937.0,0,OTHER,12000.0,MEDICAL,11.01,0.17,3.0,529,No,1
22.0,male,0,79113.0,0,MORTGAGE,17000.0,VENTURE,8.94,0.21,2.0,531,Yes,0
23.0,male,1,50315.0,0,RENT,9500.0,EDUCATION,7.88,0.19,2.0,642,Yes,0
23.0,male,3,53884.0,2,RENT,9500.0,EDUCATION,11.26,0.18,2.0,667,Yes,0
25.0,male,2,56100.0,4,RENT,9500.0,MEDICAL,11.01,0.17,3.0,644,Yes,0
